,userid,age,gender,skinTone,skinType,skinConcern1,skinConcern2,skinConcern3
13874,b3665e03-0e47-432c-b60c-ee7492b80a3b,15,MALE,MIDDLE,COMBINATION,DRY,WRINKLE,WHITENING
13875,b36629ba-6f60-4a4c-875d-e760f59c832b,26,FEMALE,BRIGHT,COMBINATION,WRINKLE,ACNE,DRY
13876,b36411a4-f24a-4780-91f3-e8add55d38e8,16,FEMALE,MIDDLE,NORMAL,DRY,SENSITIVE,ACNE
13877,b363d68f-5162-408d-8c13-f1ed2a990f2c,24,FEMALE,BRIGHT,NORMAL,DRY,BLACKHEAD,WRINKLE
13878,b3639c5a-7bdb-48e7-8a14-90d9cf6f0520,17,FEMALE,MIDDLE,NORMAL,WHITENING,BLACKHEAD,DRY
13879,b36373a0-4969-4ec1-83fd-4f1b0706b590,33,FEMALE,MIDDLE,COMBINATION,WHITENING,ACNE,SENSITIVE
13880,b362f649-0ed1-4987-b025-fcf725528ed6,45,MALE,DARK,NORMAL,BLACKHEAD,WRINKLE,WHITENING
13881,b35eabec-35f0-485e-806f-d412db86a792,0,#,#,#,#,#,#
13882,b35c7a0a-77ca-40ce-970c-5f1a2ec2f989,0,#,#,#,#,#,#
13883,b35a04d5-6af9-48dd-a419-6a4a649ee4bd,24,MALE,BRIGHT,COMBINATION,BLACKHEAD,WHITENING,ACNE
13884,b3583aae-a529-4646-90ca-5ca265d2ccee,16,FEMALE,MIDDLE,DRY,ACNE,SENSITIVE,DRY
13885,b356f9cb-89e5-4f39-b776-a33d189f996a,0,#,#,#,#,#,#
13886,b354adc9-2417-4667-b5e4-bf55e6313ac6,26,MALE,DARK,NORMAL,SENSITIVE,DRY,#
13887,b3533267-116c-4681-9d63-5cceedf8f590,0,#,#,#,#,#,#
13888,b34cd96f-529b-4fcd-a5b1-49945a8b986c,0,#,#,#,#,#,#
13889,b34a752f-743e-4308-9ed5-2066e67dc2cf,0,#,#,#,#,#,#
13890,b347e007-152d-4304-9903-ada4bbea0b56,18,FEMALE,BRIGHT,DRY,SENSITIVE,DRY,#
13891,b346a849-456e-49f6-86cd-5b122cb07b62,0,#,#,#,#,#,#
13892,b342abf4-ab84-4997-8581-4fb5a1c5c121,0,#,#,#,#,#,#
13893,b341648d-beeb-4dea-bfc3-c83793508a45,0,#,#,#,#,#,#
13894,b33b459f-3e45-4f54-afae-8bb4c6e4bffd,0,#,#,#,#,#,#
13895,b33b4523-096d-4221-b616-46148f6ed6f7,0,#,#,#,#,#,#
13896,b3392e8a-75e7-4059-bb8d-4d5c969a016a,30,MALE,MIDDLE,NORMAL,BLACKHEAD,DRY,ACNE
13897,b33824cf-2b7b-4030-8122-75ef24b73bce,0,#,#,#,#,#,#
13898,b337b338-40eb-44cd-9924-eb0e014b9d10,0,#,#,#,#,#,#
13899,b335bdc3-7eff-4189-9f72-d7ebc22d8f77,0,#,#,#,#,#,#
13900,b3351324-4cdf-4655-a4a7-4da09da8bc1b,31,FEMALE,MIDDLE,NORMAL,SENSITIVE,DRY,WHITENING
13901,b334db11-87fa-4c97-9949-9f3281a7c1ec,0,#,#,#,#,#,#
13902,b332e724-e907-45f2-acdf-f3964d7093bb,0,#,#,#,#,#,#
13903,b331227c-8227-4188-b7f3-98649882936e,30,MALE,MIDDLE,OILY,ACNE,BLACKHEAD,DRY
13904,b32e9b9b-9427-4a45-81cf-27b7fdf9bde6,30,FEMALE,BRIGHT,COMBINATION,WHITENING,ACNE,SENSITIVE
13905,b32e8d11-f62a-4b83-82fa-3491407bc41d,0,#,#,#,#,#,#
13906,b32d1739-b6bc-437f-9add-e37b2548560e,0,#,#,#,#,#,#
13907,b32bf030-7213-4f33-a90a-ecaa6f6e8049,0,#,#,#,#,#,#
13908,b32a8293-2d83-465d-9e22-2a4f59232f0a,30,MALE,BRIGHT,NORMAL,WRINKLE,DRY,#
13909,b32a63af-79cc-4374-99d4-56b7a33a9ffd,0,#,#,#,#,#,#
13910,b329a625-f7d0-41bf-9c20-e74281c6a42f,29,FEMALE,MIDDLE,COMBINATION,ACNE,BLACKHEAD,WRINKLE
13911,b327a3aa-a468-4aaf-9326-099379e4206a,16,FEMALE,MIDDLE,OILY,BLACKHEAD,#,#
13912,b3276139-2eb0-441c-9a9e-8775f7057549,0,#,#,#,#,#,#
13913,b326f907-6111-4435-ba1d-66b0a233fd3a,0,#,#,#,#,#,#
13914,b324a577-5858-4e41-a845-2bca4c79f5e6,0,#,#,#,#,#,#
13915,b324892b-0d93-45da-b451-69dba4fd7b93,0,#,#,#,#,#,#
13916,b3240950-de1c-4495-98c7-c1fee8dd4902,0,#,#,#,#,#,#
13917,b3210c00-1491-4c3f-9366-deda5ad0512e,24,FEMALE,BRIGHT,NORMAL,WHITENING,#,#
13918,b31b8462-c562-47ac-a6fe-623df7a97a4a,30,MALE,BRIGHT,OILY,WHITENING,SENSITIVE,DRY
13919,b3189b37-8926-4275-a06a-6504024e8908,0,#,#,#,#,#,#
13920,b31581ad-daa3-4727-b7a3-be607f0ea90f,25,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,SENSITIVE,DRY
13921,b311bbc6-c32d-4571-8247-b9b65968e1d7,0,#,#,#,#,#,#
13922,b3111d32-9eee-4e77-9076-1f08e7129419,0,#,#,#,#,#,#
13923,b30f24af-e655-428c-b967-d571e65aba07,30,MALE,MIDDLE,OILY,BLACKHEAD,ACNE,#
13924,b30da5fb-86cd-4443-b25c-4dcc5e180f64,20,FEMALE,DARK,COMBINATION,ACNE,WHITENING,BLACKHEAD
13925,b30b4726-9c89-4334-a652-e7da7a37adbf,17,FEMALE,MIDDLE,DRY,BLACKHEAD,SENSITIVE,ACNE
13926,b309f5b8-e382-4ec3-84c7-56b739bd05fb,0,#,#,#,#,#,#
13927,b3081880-736d-489f-85c6-c318e756220a,22,FEMALE,MIDDLE,COMBINATION,ACNE,BLACKHEAD,SENSITIVE
13928,b303b417-3063-4b04-b372-59fd028e624a,0,#,#,#,#,#,#
13929,b301d0f9-f61c-42cc-b19d-fe2dee4dfbe6,25,FEMALE,#,#,#,#,#
13930,b3016f80-1a07-408b-9f6a-231e536f9e75,16,FEMALE,MIDDLE,NORMAL,SENSITIVE,BLACKHEAD,ACNE
13931,b2ff6243-b219-4533-a42c-8958837be9cb,0,#,#,#,#,#,#
13932,b2fead47-c08a-43e4-a814-4464b9140d0c,0,#,#,#,#,#,#
13933,b2fb430b-ed66-4e36-a57a-0d49961a3d0d,0,#,#,#,#,#,#
13934,b2fb3a85-7749-49f0-9f17-f60cf2602387,46,MALE,MIDDLE,OILY,WRINKLE,#,#
13935,b2fabc8f-7ebe-406b-a7ea-0fd1e509104f,0,#,#,#,#,#,#
13936,b2fa3fd6-5b02-436e-bf64-d1b0041b6eac,0,#,#,#,#,#,#
13937,b2f9d2f5-3f9c-49a9-9435-f3156db1a391,29,FEMALE,MIDDLE,COMBINATION,DRY,BLACKHEAD,SENSITIVE
13938,b2f7f325-a0cd-4ea8-b2b6-fcfbc5c57c00,0,#,#,#,#,#,#
13939,b2f6bd33-365a-4919-ade4-8e9f2eb54f33,0,#,#,#,#,#,#
13940,b2f676cc-4064-4c13-8b65-acfd74413aef,0,#,#,#,#,#,#
13941,b2f4fe32-c857-4ebe-88fc-8f46ffaa81a0,15,FEMALE,MIDDLE,COMBINATION,SENSITIVE,WHITENING,ACNE
13942,b2f3b5d0-a7f1-4c5c-8387-73904bf7479d,22,MALE,BRIGHT,NORMAL,BLACKHEAD,#,#
13943,b2f1b87c-e825-430c-889b-74dd09591683,21,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,WHITENING,ACNE
13944,b2f047cc-610f-4349-bfcd-25afb01cf488,15,FEMALE,DARK,NORMAL,SENSITIVE,DRY,#
13945,b2ef3df9-7ef0-4423-9add-1c084191d3ea,15,FEMALE,MIDDLE,NORMAL,WRINKLE,BLACKHEAD,WHITENING
13946,b2ee6e3e-14b9-44e3-a594-d7c120d87132,0,#,#,#,#,#,#
13947,b2eb44b4-6966-420d-894d-05cb1ed0338b,24,FEMALE,MIDDLE,OILY,ACNE,BLACKHEAD,SENSITIVE
13948,b2ea865c-025a-4d84-952f-006012fe9c29,24,FEMALE,BRIGHT,DRY,WRINKLE,BLACKHEAD,DRY
13949,b2e9c04d-1eaa-45a2-9903-ff582451efe3,0,#,#,#,#,#,#
13950,b2e9961d-2d9f-4266-a48f-e927e8fbbc38,50,MALE,MIDDLE,OILY,BLACKHEAD,SENSITIVE,DRY
13951,b2e7f6dd-0e10-43f3-8d96-06592d245499,0,#,#,#,#,#,#
13952,b2e76652-2ba8-4849-b01d-41c2c26cdb46,0,#,#,#,#,#,#
13953,b2e71114-fa9f-44b0-bf85-9fc5a31d9ac4,0,#,#,#,#,#,#
13954,b2e4b43f-f89e-4139-8d06-594d6dd65a7d,16,FEMALE,DARK,NORMAL,WRINKLE,WHITENING,BLACKHEAD
13955,b2e33080-8f85-4df8-bb83-c0232a488728,0,#,#,#,#,#,#
13956,b2e163d1-acfa-4fc0-91b0-93f856db33ed,16,FEMALE,MIDDLE,NORMAL,WHITENING,#,#
13957,b2e0760c-b225-4766-a45c-990c9d2fbf4a,33,FEMALE,MIDDLE,COMBINATION,WHITENING,WRINKLE,BLACKHEAD
13958,b2dfb293-59dd-4fa1-b5c5-295085d8af89,0,#,#,#,#,#,#
13959,b2df1a6c-a4af-4479-a65b-a2975079b4c8,0,#,#,#,#,#,#
13960,b2de3f45-7c0e-4026-ad7c-0a995012bd58,0,#,#,#,#,#,#
13961,b2dc6082-f511-451e-a00c-fb6369ab8314,0,#,#,#,#,#,#
13962,b2db36a5-889c-45ca-8343-50d68581bc41,47,MALE,MIDDLE,NORMAL,WHITENING,SENSITIVE,DRY
13963,b2d9e1c3-a915-4364-aea0-369e595c3f9e,0,#,#,#,#,#,#
13964,b2d978c1-14b5-431f-bc1f-63a73e57e2b6,0,#,#,#,#,#,#
13965,b2d8ed53-2297-483a-8c19-66da06b714b9,0,#,#,#,#,#,#
13966,b2d81bd5-0492-440a-9105-c53cdfe58aa3,19,FEMALE,BRIGHT,COMBINATION,BLACKHEAD,ACNE,DRY
13967,b2d80e91-eac9-4605-b749-d24bf183c30c,0,#,#,#,#,#,#
13968,b2d7486b-0e30-4469-b0e0-15faff8dcd62,0,#,#,#,#,#,#
13969,b2d5c204-372d-4b01-9ca1-126221ae8c8a,21,FEMALE,DARK,NORMAL,ACNE,#,#
13970,b2d49bd8-2d12-4ab7-ade3-c77802520d8a,25,FEMALE,DARK,OILY,WHITENING,ACNE,#
13971,b2d469d1-6d57-4e22-b684-583c52bfe916,0,#,#,#,#,#,#
13972,b2d28918-fe32-4729-9b52-289db451a077,0,#,#,#,#,#,#
13973,b2d2002e-7305-4255-ad3d-0b137dc0e5d0,0,#,#,#,#,#,#
13974,b2d0d857-0e4d-469f-9ba9-e87fae79155a,25,FEMALE,DARK,COMBINATION,DRY,WHITENING,ACNE
13975,b2d05c51-ab3b-493a-8a84-302467568809,0,#,#,#,#,#,#
13976,b2cedc3e-ac1d-4af6-9f7a-89a032b1dbe0,62,MALE,MIDDLE,NORMAL,WHITENING,DRY,#
13977,b2ce5d43-087d-439b-803c-5e944bd9fb94,39,FEMALE,DARK,DRY,WHITENING,WRINKLE,DRY
13978,b2cdba9e-9188-4dd0-b64f-2ee3585fd64a,0,#,#,#,#,#,#
13979,b2cbecfa-f1bf-441b-bb85-0855cdbc11a3,22,FEMALE,BRIGHT,COMBINATION,SENSITIVE,BLACKHEAD,#
13980,b2c9d602-559b-477e-9cf9-30a97b9c1b13,20,FEMALE,MIDDLE,DRY,DRY,ACNE,#
13981,b2c7d576-18e1-461e-908a-f91190f21ece,21,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,#,#
13982,b2c771a3-610a-4229-9a0b-adade52a53b1,0,#,#,#,#,#,#
13983,b2c72970-639f-4a6e-ba0f-ddf4ad05966f,0,#,#,#,#,#,#
13984,b2c6dafb-d67d-4a59-a6df-f1c0673f0f0d,0,#,#,#,#,#,#
13985,b2c59edb-ffd7-4800-8d00-ae938a1ec9a1,0,#,#,#,#,#,#
13986,b2c399e1-d344-4ea3-828b-f50004ffa4a7,50,MALE,BRIGHT,COMBINATION,SENSITIVE,WRINKLE,DRY
13987,b2c26cac-5520-4915-96c1-283380a96910,0,#,#,#,#,#,#
13988,b2bf5ea7-09c0-4cb6-90e0-5e3fe04ec0fe,0,#,#,#,#,#,#
13989,b2bcd90e-932b-4888-80d7-e3ff941a7c2d,15,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,#,#
13990,b2bbc4c3-a699-47bd-acf1-115cee187714,0,#,#,#,#,#,#
13991,b2bb0bbb-c49e-4890-9251-c5e091c36f8f,0,#,#,#,#,#,#
13992,b2ba8704-b49e-4b04-81d3-51a2a0762117,0,#,#,#,#,#,#
13993,b2b99d34-ec79-454f-87fc-4c931c6704ce,30,MALE,MIDDLE,DRY,BLACKHEAD,DRY,#
13994,b2b95dcf-175d-49d9-afa4-a584719e9721,20,FEMALE,DARK,DRY,BLACKHEAD,ACNE,#
13995,b2b80da5-2e7f-4b93-9474-1c71c6b04e4b,0,#,#,#,#,#,#
13996,b2b7d582-df68-4ff5-8fcc-4b9c19307670,29,FEMALE,MIDDLE,OILY,ACNE,WRINKLE,BLACKHEAD
13997,b2b6a497-1ab1-445b-89a0-f51835fe2aa1,26,FEMALE,BRIGHT,OILY,BLACKHEAD,ACNE,#
13998,b2b1c0a5-99a6-4244-8d85-3b89a4eba127,0,#,#,#,#,#,#
13999,b2b10f16-66f9-4df9-b396-c3b78fbef1a9,0,#,#,#,#,#,#
14000,b2b0bcae-f76b-4f8f-a8b6-450177e7d024,24,FEMALE,BRIGHT,DRY,SENSITIVE,BLACKHEAD,DRY
14001,b2b04812-dd0e-4479-9f23-ee57f975f444,0,#,#,#,#,#,#
14002,b2af229a-ed58-4923-8927-8b9dad0675d5,0,#,#,#,#,#,#
14003,b2ade4ef-5b57-4b72-846a-9f6441d8d762,0,#,#,#,#,#,#
14004,b2aa3451-4fc2-4194-b4c5-b25817f2224a,26,FEMALE,MIDDLE,DRY,BLACKHEAD,WHITENING,DRY
14005,b2a90718-9fda-4261-8986-b45cd4d9f5d6,27,FEMALE,BRIGHT,DRY,WRINKLE,SENSITIVE,DRY
14006,b2a8e918-b360-447f-a516-f17ff72c3c2b,18,FEMALE,MIDDLE,COMBINATION,SENSITIVE,BLACKHEAD,ACNE
14007,b2a8d652-2a7f-4a23-a506-3bccd61ef167,22,FEMALE,BRIGHT,DRY,DRY,ACNE,SENSITIVE
14008,b2a31e6c-556a-49cd-972b-7177c4df7a89,0,#,#,#,#,#,#
14009,b29f87a2-7232-4c71-8154-f52acb385c88,18,FEMALE,MIDDLE,COMBINATION,DRY,BLACKHEAD,WHITENING
14010,b29c79f5-7d58-4386-b041-4e52e847494c,0,#,#,#,#,#,#
14011,b29927d0-445f-47dd-b021-7746675cb13c,0,#,#,#,#,#,#
14012,b2981919-992f-4f5a-bdaf-f742ec2194ce,40,FEMALE,MIDDLE,DRY,DRY,#,#
14013,b2951469-e7ca-4712-b874-7d752ed6b251,15,FEMALE,DARK,DRY,WHITENING,ACNE,#
14014,b293b9a3-b86e-4558-988b-9ae5a10c241f,36,FEMALE,BRIGHT,DRY,WRINKLE,SENSITIVE,DRY
14015,b2931083-f4d0-40ab-9924-5fe85418658e,0,#,#,#,#,#,#
14016,b290f16d-689f-4fe4-8636-c8a2bc5bbad3,0,#,#,#,#,#,#
14017,b28fe287-9ff4-43d8-ac63-a288b109550d,22,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,ACNE,#
14018,b28fd8e3-a262-4d35-a983-a3863535d616,0,#,#,#,#,#,#
14019,b28f6355-57ba-436b-9ea3-bf40327f03d4,0,#,#,#,#,#,#
14020,b28e2ef1-641c-4210-8b7d-77af810329b1,43,FEMALE,MIDDLE,DRY,DRY,WHITENING,WRINKLE
14021,b28b43d3-f0da-48a1-87b2-fe21e0c89577,16,FEMALE,DARK,OILY,ACNE,#,#
14022,b28a076e-ecf5-42ad-af1d-885e6683b500,0,#,#,#,#,#,#
14023,b28973b6-bde6-49ea-a17e-82403e522ca4,16,FEMALE,MIDDLE,NORMAL,ACNE,#,#
14024,b288cb38-ab11-4711-97d7-d3be46cf8802,0,#,#,#,#,#,#
14025,b284b4bc-a65f-4059-ba8d-b137f16a5d25,49,MALE,DARK,DRY,DRY,#,#
14026,b283023f-f366-4c34-be5f-0ee8928ca348,0,#,#,#,#,#,#
14027,b27de873-a8a3-4009-922b-f3882d6674a6,24,FEMALE,MIDDLE,DRY,SENSITIVE,WRINKLE,ACNE
14028,b27dd69d-bf8f-416c-805d-cd12f1dfcfb1,29,FEMALE,MIDDLE,COMBINATION,BLACKHEAD,WRINKLE,DRY
14029,b27b7951-5e54-4544-99f7-bbd789cdfe97,0,#,#,#,#,#,#
14030,b27b7044-9b0e-444a-bbdd-c71c036d2b1b,0,#,#,#,#,#,#
14031,b27a62d6-b82e-4c87-b48a-c9425ff5c8eb,30,FEMALE,MIDDLE,COMBINATION,ACNE,WRINKLE,DRY
14032,b275eec9-b366-4233-9d7b-ddc74ac24e4d,0,#,#,#,#,#,#
14033,b2752bae-5a31-4871-899b-a02cfd978f4e,27,MALE,BRIGHT,DRY,DRY,#,#
14034,b27502bd-c060-40de-bd53-07933c3a1482,0,#,#,#,#,#,#
14035,b2731d90-9ee2-487f-b6b7-cc6f26c4d727,0,#,#,#,#,#,#
14036,b271aab8-16f3-4fac-b04f-f17c36eb7109,21,FEMALE,MIDDLE,OILY,BLACKHEAD,ACNE,#
14037,b2706a87-2bdc-4309-b385-706afc370aca,0,#,#,#,#,#,#
14038,b26e686e-c42d-49cf-8592-7f593fd31f4d,39,FEMALE,BRIGHT,NORMAL,ACNE,WHITENING,#
14039,b26c9a97-1d93-4787-aff3-024b679bf5e1,0,#,#,#,#,#,#
14040,b26b3f53-e763-4515-998c-4c69037cdef9,35,MALE,DARK,OILY,BLACKHEAD,DRY,#
14041,b266e92c-399e-494d-835a-c4a64a69d018,0,#,#,#,#,#,#
14042,b2641d1c-86df-4e04-a064-61b5b943f66e,0,#,#,#,#,#,#
14043,b2641937-fb4a-4e78-be0f-48869c193f80,14,FEMALE,MIDDLE,DRY,WRINKLE,ACNE,WHITENING
14044,b262fea7-c4e9-4b45-89e8-4ecc95a58580,16,FEMALE,BRIGHT,DRY,DRY,#,#
14045,b260d366-447f-46ee-b251-6fcce3de18e0,19,FEMALE,MIDDLE,NORMAL,SENSITIVE,#,#
14046,b2604b24-d4a7-4711-b7ee-cbc12c24ffa6,0,#,#,#,#,#,#
14047,b25c10f4-be08-412c-a463-7a90d1abb22b,30,MALE,MIDDLE,NORMAL,WHITENING,WRINKLE,SENSITIVE
14048,b25b6dde-90bc-4cd6-bfc1-8b8738009c0e,0,#,#,#,#,#,#
14049,b2549802-4a75-4067-8c78-cb45bfc98995,0,#,#,#,#,#,#
14050,b2545c83-41b6-4ba2-b8b2-bdba40ee0855,16,FEMALE,MIDDLE,COMBINATION,ACNE,WHITENING,BLACKHEAD
14051,b254358e-5620-48c5-93c4-773efee5033a,44,MALE,MIDDLE,COMBINATION,WRINKLE,#,#
14052,b253ce76-ff9e-4879-89bb-aaa84834aa68,0,#,#,#,#,#,#
14053,b252fdf9-631c-432d-91f2-6457ff8b07c8,0,#,#,#,#,#,#
14054,b24d4489-3930-4553-a5ad-4e76707e3868,26,MALE,DARK,DRY,WHITENING,BLACKHEAD,#
14055,b24ca20a-72c3-49ad-863b-00cbf1fa7754,0,#,#,#,#,#,#
14056,b24c2e78-77b4-4e0d-ae7a-68a2ee57f597,19,FEMALE,MIDDLE,OILY,ACNE,#,#
14057,b24bcbfa-5724-49b8-a154-deb94d1f158e,30,FEMALE,BRIGHT,NORMAL,ACNE,#,#
14058,b24bb9ca-3ec4-458a-b8d3-53cc8767538b,32,FEMALE,BRIGHT,DRY,WRINKLE,WHITENING,#
14059,b24b7278-8cd1-41e9-a534-c727beece9b8,0,#,#,#,#,#,#
14060,b2495913-dccf-4b54-8d1a-54b81e7eb0f0,33,MALE,MIDDLE,OILY,DRY,BLACKHEAD,WHITENING
14061,b249236b-c204-406e-ad90-f1260d9b8924,0,#,#,#,#,#,#
14062,b248dff9-4bce-4ba2-afd9-fceaf2cf06e0,40,MALE,MIDDLE,COMBINATION,BLACKHEAD,ACNE,SENSITIVE
14063,b2488c3a-e0e3-4f30-8fe3-b3b64bae2829,30,FEMALE,BRIGHT,DRY,WRINKLE,BLACKHEAD,DRY
14064,b2462add-76bb-4a7b-a893-19733ce33927,20,FEMALE,DARK,COMBINATION,ACNE,BLACKHEAD,WHITENING
14065,b23f5b76-8020-4633-a3c9-3367532e0321,26,MALE,DARK,COMBINATION,SENSITIVE,DRY,ACNE
14066,b23f1362-3000-43b0-be3b-4940dc6cde11,0,#,#,#,#,#,#
14067,b23d617e-76ef-46a4-b273-40f7ec492b1b,0,#,#,#,#,#,#
14068,b23cd9bd-dc10-4d67-a40f-8fd798c28c0f,0,#,#,#,#,#,#
14069,b23c690b-bb79-47c1-a82a-e2000cc61a1a,30,FEMALE,MIDDLE,DRY,SENSITIVE,DRY,#
14070,b2397c5e-695e-498c-906a-3abd57cc5cb4,0,#,#,#,#,#,#
14071,b23824b7-047d-473b-a167-64caf0c0ac15,30,FEMALE,MIDDLE,NORMAL,SENSITIVE,WRINKLE,WHITENING
14072,b234cf0d-44b7-4ee0-a00b-5c971fba9471,0,#,#,#,#,#,#
14073,b23325f3-2027-4ca2-b4c4-1a53da77051b,0,#,#,#,#,#,#
14074,b232941a-0346-47a1-b359-0e9b8eeb0226,0,#,#,#,#,#,#
14075,b231868f-fde7-4d81-af32-d7675a2ffe12,0,#,#,#,#,#,#
14076,b23043c8-c418-428a-b38d-53b6f0db3dbf,0,#,#,#,#,#,#
14077,b22d2d2a-926b-4a47-ba56-e557e66746d6,0,#,#,#,#,#,#
14078,b22d12a1-bfc9-452d-b421-515ac71fc1b9,0,#,#,#,#,#,#
14079,b22c7e71-b597-433e-b5a8-5649de125823,28,FEMALE,MIDDLE,DRY,ACNE,BLACKHEAD,DRY
14080,b22acedf-df84-46fa-83c6-ac40904e28d1,14,MALE,DARK,DRY,ACNE,SENSITIVE,DRY
14081,b228f102-efa0-428c-ad14-28907a5aefc4,0,#,#,#,#,#,#
14082,b228a8a3-b64d-4e2c-addb-cc7f0dfbac31,0,#,#,#,#,#,#
14083,b2289c2e-20e2-42a5-bd00-54663e9fe12a,19,FEMALE,BRIGHT,COMBINATION,BLACKHEAD,WHITENING,ACNE
14084,b227f910-a2d7-4522-b4e1-0ae6c2a41563,0,#,#,#,#,#,#
14085,b225bc1b-72a2-4dc5-a4bf-5fdb48c16d2c,20,FEMALE,MIDDLE,COMBINATION,DRY,ACNE,BLACKHEAD
14086,b224c9b6-6619-4f96-ae1d-679a26631b2e,21,FEMALE,MIDDLE,OILY,WHITENING,ACNE,#
14087,b2223742-6f39-4c2a-a3f0-7e1164517a4f,19,FEMALE,MIDDLE,COMBINATION,WRINKLE,WHITENING,SENSITIVE
14088,b2208bce-eee5-4542-ba7b-bffc2b033bec,0,#,#,#,#,#,#
14089,b21e7875-6977-4c2d-998a-5a2a94a6162c,0,#,#,#,#,#,#
14090,b21d271f-2cd3-4d78-96e6-9ef23903a975,0,#,#,#,#,#,#
14091,b21ce393-3aae-47df-b92f-6e5fc44b1528,0,#,#,#,#,#,#
14092,b21acb95-556c-42fa-bbce-0e48b04c0a66,44,MALE,DARK,DRY,BLACKHEAD,WRINKLE,DRY
14093,b21a832f-5245-483c-b1cc-00a4ce0638ec,0,#,#,#,#,#,#
14094,b2176881-edc8-4465-889c-2204522448ce,0,#,#,#,#,#,#
14095,b2172170-159a-45db-a7cc-fad07cd15f8a,46,MALE,MIDDLE,NORMAL,BLACKHEAD,WHITENING,WRINKLE
14096,b216c403-5812-4c35-bd98-0a4cd0109476,0,#,#,#,#,#,#
14097,b2163e3d-e53e-48f4-944e-24eee38d565e,50,FEMALE,MIDDLE,COMBINATION,SENSITIVE,WRINKLE,WHITENING
14098,b21630f7-28dc-4185-9d73-75f4d3901f0a,42,FEMALE,BRIGHT,DRY,BLACKHEAD,WRINKLE,DRY
14099,b2159a2f-b8db-4651-a551-b1692e4f5be0,59,MALE,MIDDLE,NORMAL,WRINKLE,#,#
14100,b21590a0-fb2c-4287-8c1a-bf49309d647c,0,#,#,#,#,#,#
14101,b2156144-227c-4d49-a9ab-52296c0c7f51,24,FEMALE,MIDDLE,OILY,BLACKHEAD,ACNE,#
14102,b21511a1-6cbe-42e6-9ed5-9b719cfef5f9,25,FEMALE,MIDDLE,OILY,SENSITIVE,BLACKHEAD,ACNE
14103,b214c517-0879-4855-9c26-ac8b8350ab5d,27,MALE,#,#,#,#,#
14104,b212dbae-3030-40f7-bec6-f5337052400d,16,FEMALE,MIDDLE,COMBINATION,DRY,#,#
14105,b212572c-a9a9-4016-b91c-89461c85e3ea,0,#,#,#,#,#,#
14106,b2106177-9967-45cc-94ed-825e2daf2b7f,0,#,#,#,#,#,#
14107,b20fcf2e-bda0-4477-91fe-e36278b6fe9f,0,#,#,#,#,#,#
14108,b20ebfc6-6059-4228-b18b-d89be80f5e44,0,#,#,#,#,#,#
14109,b20e3ce1-c77a-427f-a464-64b3567e96dd,26,FEMALE,MIDDLE,OILY,WHITENING,ACNE,SENSITIVE
14110,b20ba728-5a7a-4c89-99e3-59a0c83ce335,0,#,#,#,#,#,#
14111,b209f5b9-78a9-429d-8877-b36e3e63d939,30,MALE,BRIGHT,NORMAL,WHITENING,BLACKHEAD,SENSITIVE
14112,b206b0d3-13c7-47ca-91c6-91c958a1488f,0,#,#,#,#,#,#
14113,b205155d-d5b7-40a3-97c8-c7af2b32efc8,27,FEMALE,BRIGHT,COMBINATION,SENSITIVE,BLACKHEAD,ACNE
14114,b20439f6-180e-45ab-97a3-0afae491eb01,36,MALE,DARK,OILY,BLACKHEAD,#,#
14115,b1fdfd4b-8b82-4938-b72d-0ab984869144,24,FEMALE,BRIGHT,COMBINATION,ACNE,#,#
14116,b1fcf121-df0c-4ff3-bbe9-7e1041394cc8,0,#,#,#,#,#,#
14117,b1fc258a-6cdf-4930-bd0a-d88bd3ea49de,14,FEMALE,MIDDLE,DRY,BLACKHEAD,ACNE,#
14118,b1f98c6e-fe52-467a-b054-46669bb2e8c6,0,#,#,#,#,#,#
14119,b1f8eb49-53b0-4f95-bcc3-62c20b6efc3c,17,FEMALE,MIDDLE,COMBINATION,WHITENING,BLACKHEAD,ACNE
14120,b1f8b1e5-5ab0-4b3a-b7fd-e06330de9276,0,#,#,#,#,#,#
14121,b1f83345-4225-40aa-89d5-c63fe11a627d,0,#,#,#,#,#,#
14122,b1f81988-787a-48d7-a42c-f06d04c4a173,0,#,#,#,#,#,#
14123,b1f5c38d-82a0-4ede-b346-0ab421401f13,0,#,#,#,#,#,#
14124,b1ebc6be-aa89-4452-b1c0-eab6c09061c5,17,FEMALE,MIDDLE,OILY,DRY,SENSITIVE,ACNE
14125,b1eb8ce0-c972-4633-a81e-5ad3c753a5c3,15,FEMALE,MIDDLE,OILY,BLACKHEAD,ACNE,#
14126,b1eb8487-772d-4012-997e-eefbb539323c,36,FEMALE,MIDDLE,COMBINATION,WRINKLE,BLACKHEAD,#
14127,b1e95c5f-e106-4016-8cc8-89e85153911d,0,#,#,#,#,#,#
14128,b1e64993-9cc4-46f4-9001-36b76080e3c9,0,#,#,#,#,#,#
14129,b1e29eb4-7f74-4031-aa41-c8f7d180808d,21,FEMALE,MIDDLE,DRY,WHITENING,BLACKHEAD,DRY
14130,b1e29d5a-8d55-44c2-b876-d96fa4084085,0,#,#,#,#,#,#
